method,example_index,example_id,sessions,ok_sessions,failed_sessions,llm_call_count,llm_input_tokens,llm_output_tokens,llm_total_tokens,embedding_call_count,embedding_input_tokens,embedding_total_tokens,raw_session_input_tokens,extracted_memory_count,final_stored_memory_count,final_stored_memory_content_tokens,final_stored_memory_serialized_tokens,elapsed_seconds,status
mem0,236,dev_0297,8,8,0,16,25684,5973,31657,47,387,387,2197,46,45,378,4988,120.50460767745972,OK
mem0,237,dev_0298,5,5,0,10,15256,2400,17656,21,203,203,1120,21,21,203,2344,48.54563570022583,OK
mem0,238,dev_0300,9,9,0,18,29900,6808,36708,50,460,460,3179,49,49,456,5490,134.1397683620453,OK
mem0,239,dev_0302,6,6,0,12,19725,4538,24263,37,340,340,2026,36,36,322,4018,89.703293800354,OK
mem0,240,dev_0303,10,10,0,20,33869,8925,42794,62,632,632,3395,60,59,600,6639,175.16505336761475,OK
mem0,241,dev_0304,8,8,0,16,25859,5924,31783,50,344,344,2403,49,45,315,4975,117.11125469207764,OK
mem0,242,dev_0305,5,5,0,9,14581,2513,17094,24,203,203,1977,23,23,197,2549,50.15816807746887,OK
mem0,243,dev_0306,7,7,0,14,22803,4461,27264,37,331,331,2427,36,35,303,3897,87.670814037323,OK
mem0,244,dev_0307,6,6,0,12,19608,4985,24593,42,299,299,1832,40,39,284,4292,98.54016208648682,OK
mem0,245,dev_0308,5,5,0,10,15558,3126,18684,28,203,203,1193,28,28,203,3044,62.42768597602844,OK
mem0,246,dev_0309,9,9,0,18,29870,7925,37795,62,531,531,2908,58,55,474,6138,155.2599732875824,OK
mem0,247,dev_0310,6,6,0,12,19518,4825,24343,44,348,348,1837,42,40,324,4441,96.72405076026917,OK
mem0,248,dev_0313,9,9,0,18,27630,4524,32154,35,284,284,2035,32,31,262,3453,91.40844178199768,OK
mem0,249,dev_0314,10,10,0,20,32605,7146,39751,52,479,479,3092,52,51,468,5702,141.20830464363098,OK
mem0,250,dev_0315,7,7,0,13,20649,4131,24780,40,295,295,2205,37,34,253,3784,85.57132506370544,OK
mem0,251,dev_0317,5,5,0,10,15780,2809,18589,29,271,271,1445,26,24,242,2751,80.7320806980133,OK
mem0,252,dev_0318,10,10,0,20,33027,7122,40149,48,479,479,3275,46,45,444,5069,205.27027583122253,OK
mem0,253,dev_0319,6,6,0,12,18929,3388,22317,26,255,255,1693,26,26,255,2929,98.20121765136719,OK
mem0,254,dev_0320,8,8,0,16,25838,5035,30873,44,386,386,2631,45,39,356,4412,146.1896197795868,OK
mem0,255,dev_0321,6,6,0,12,18586,3421,22007,30,253,253,1480,28,26,203,2901,100.20813512802124,OK
mem0,256,dev_0322,10,10,0,20,32581,7952,40533,68,528,528,3112,67,62,474,6853,233.68442726135254,OK
mem0,257,dev_0323,10,10,0,20,32743,8283,41026,71,564,564,2896,66,58,466,6523,240.89361190795898,OK
mem0,258,dev_0325,7,7,0,14,21993,4071,26064,33,296,296,1921,33,33,296,3699,118.65432000160217,OK
mem0,259,dev_0326,10,10,0,20,31759,6314,38073,48,458,458,2759,51,41,409,4627,183.33227348327637,OK
mem0,260,dev_0327,8,8,0,16,25766,4754,30520,37,321,321,2663,37,36,312,4011,139.93269562721252,OK
mem0,261,dev_0329,7,7,0,14,21764,3943,25707,27,286,286,1672,26,26,255,2932,113.080491065979,OK
mem0,262,dev_0330,7,7,0,14,22159,4552,26711,38,294,294,1921,35,30,234,3421,132.6907753944397,OK
mem0,263,dev_0331,8,8,0,16,26397,6299,32696,51,427,427,2725,51,49,413,5405,183.6109766960144,OK
mem0,264,dev_0332,8,8,0,16,26046,6205,32251,49,508,508,2310,46,45,456,5063,180.49591994285583,OK
